name,price,short_description,rating,number_of_reviews,product_description
"[2+2 Pack] for Pixel 6 5G Screen Protector and Camera Lens Protector Bubble-Free Compatible Fingerprint Full Coverage 9H Hardness Tempered Glass Protector for Google Pixel 6 (6.4"")",$8.99,"【Exclusively designed For Google Pixel 6 】: Precise cutouts, Full coverage protect the whole screen and Suitable for use with soft phone case to prevent edges-peeling up., compatible with most For Google Pixel 6 cases and covers. 【9H Hardness】Nano-level Precision Cutting Process tempered Glass For Google Pixel 6 Will fit your Screen Perfectly and gives your phone maximum Protection from drops, Scratches and Scrapes With an industry-leading Glass Strength of 9H hardness. 【High Sensitivity Touching】The ultra-thin thickness of only 0.25mm maintains the original sensitivity and comfortable touch，promising original high-response touch feeling without any interference. Ultra clear 99% High-Transparency provides you high-definition clear viewing. 【Easy Installation】: Easy no trouble and bubble-free installation that easily fits your device’s screen. Easy to apply and remove. Clear acrylic adhesive won’t leave residue. The anti-fingerprint, oleophobic coating resists smudges to maintain the HD clarity of your display. 【100% satisfaction promise】: If you encounter any problems during use, please send us an email. We will solve it for you as soon as possible. And thank you for your trust in our company",4.3 out of 5,"1,170 global ratings","Compatible Models: For Google Pixel 6 (6.4"") PLEASE NOTE!!! 1: Make sure that the fingerprint part of the screen protector is completely attached to the screen. 2：Press outwards around the fingerprint recognition ring to ensure no bubbles, and After pasting the tempered film, re-enter the fingerprint to unlock more sensitively (IMPORTANTLY) 3： Surface Full Coverage Screen Protectors , Case Friendly with most phone cases 5: 9H hardness tempered glass that can powerfully resist wear & scratches, impact & drop; offering durable protection to your Galaxy Pixel 6 . 6:Scratch terminator: 9H Hardness, harder than a knife's blade. it is not exaggerated to say this screen protector is terminator to any possible scratches by keys, knife or other sharp objects. 7:High Transparency: 99.99% transparency preserves the original screen brightness. You can enjoy a great viewing experience with more brightness and less glare. Package: 2 x For Google Pixel 6 Tempered Glass Screen Protector 2 x For Google Pixel 6 Camera lens Film 1 xInstallation Kit"
"iPhone Tripod Mount Adapter Universal Cell Phone Tripod Mount, Vertical Horizontal Adjustable Clamp 2.3~4.0"" Wide",$9.30,"Better shots with dual flexible models: Items come with the cell phone tripod and mount adapter together, you can use them together or separately with different scenes, both of them are rotatable design, the tripod mount adapter also has three mount points, you can capture level shots on almost any surface, even wrap the flexible tripod legs around a lamp or tree. Sturdy construction and protection: With high quality engineering plastic it keeps lightweight and sturdy; Soft protective rubber and metal screw structure can hold and protect your phone; Metal ball and screw ensure a more durable and better lifetime even with frequently use; 3mm diameter pure aluminum material will keeps the three legs with better ductility and Load-bearing; Lightweight for a travel: The whole weight of cell phone tripod and mount adapter are just 128g , while the tripod is just 50g, you can put them into your bag integrally or individually as your needs. Various mount compatible: This cell phone tripod can also use for Video Slider, Ring Light, and Stabilizer. Also fits for most cell phone with or without a cased (width between 2.25inches-3inches ), such as iphone X, iPhone 7, 8, 7 plus, iPhone 6s, iPhone 6s plus, iPhone 6, iphone SE/5s/5/5c,Samsung Galaxy S7/S6,Galaxy S7/S6 edge, Note 5/4/3, etc. Quality Guarantee: we offers a full 90 days 100% money back guarantee, so contact with us if you have problems.",4.6 out of 5,959 global ratings,Phone holder
Venito Florence Leather Wallet Phone Case Compatible with iPhone 11 Pro - Extra Secure with RFID Blocking - Detachable Phone Wallet (Coffee Brown),$59.90,"About this item COMPATIBILITY | Florence Handcrafted Non-Magnet Slide in Detachable Leather Wallet Case Phone Wallet is compatible with iPhone 11 Pro (5.8 inch). Please make sure you order the right size case for your phone. This case doesn’t fit either iPhone 11 (6.1 inch) or iPhone 11 Pro Max (6.5 inch) PREMIUM QUALITY | Handcrafted of High Quality Cowhide Full-Grain Leather with exceptional craftsmanship gained by experience of years. Well-finished exquisite stitches offer this carrying pocket not only long lasting durability but also an elegant look ULTIMATE PROTECTION | High quality genuine leather outer layer and suede inner lining provide ultimate protection to your smartphone against droppings, bumps, scratches, dust, and etc. It also comes with RFID Blocking shield placed underneath the leather, which will provide additional protection against electronic pickpocketing ELEGANT DESIGN | Florence collection has emerged both with the subtlety and functionality of its design and the quality of the leather used in its production. Consisting of two parts, namely inner snap-on cover and detachable outer wallet case, this product is an exquisite piece with its non-magnet sliding mechanism. Wouldn't you like to have ultimate protection in unique elegancy? ADDITIONAL FEATURES | Easy access to charging and earphone ports with precise cut-outs | Wireless charging friendly: it works well with QI wireless chargers | Perfect Gift: coming in an elegant box, perfect as Mother’s Day Gift, Valentine’s Day Gift, Father’s Day Gift, Anniversary Gift, Graduation Gift | Premium Customer Service: Our priority is providing you with exceptional customer service, if you have any questions or comments feel free to ask, we’ll try to respond in a timely manner",4.7 out of 5,5 global ratings,"Comes with RFID Blocking *RFID protection is an innovative technology which blocks unwanted scans, ensuring that your ID and credit cards, therefore your financial and personal information remain private and confidential. Feel safer with a built-in RFID blocking material on your phone case from electronic thieves and pickpoketing since stealing information from your cards will be much harder. It is an all- in- one cover case, stand case, and wallet. Integrates your phone and wallet into one ultra functional minimalist tool With its state of the art design and non-magnet slider connector on the back of this wallet case, your smartphone is safe from any harm from the magnet Shock-absorbent padding on the back provides better protection for your smartphone and a softer feel Made of Premium Quality Cowhide Full-Grain Leather* *Full-grain leather is considered the strongest and most durable type of leather. It is designed to resist moisture and over time look more beautiful, developing its own characteristic rich patina over the course of its life Full protection of your phone all around edges and on the screen Interior shell covered with top quality suede finish which prevents scratches Easy access to charging and earphone ports Compatible with wireless charging (place only the inner snap-on case holding the phone onto a wireless charger) Available in various colors for all tastes Perfect fit for iPHONE11 PRO (5.8 inch) Comes in an elegant package Perfect gift idea"
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"Ailun Glass Screen Protector Compatible for iPhone 13 Pro Max [6.7 Inch Display] 2021, 3 Pack Case Friendly Tempered Glass",$6.98,"About this item WORKS FOR iPhone 13 Pro Max 6.7 Inch Display Screen 2021 0.33mm tempered glass screen protector. Featuring maximum protection from scratches, scrapes, and bumps. Specialty:to enhance compatibility with most cases, the Tempered glass does not cover the entire screen. HD ultra-clear rounded glass for iPhone 13 Pro Max is 99.99% touch-screen accurate. 99.99% High-definition clear hydrophobic and oleophobic screen coating protects against sweat and oil residue from fingerprints. It is 100% brand new,Precise laser cut tempered glass, exquisitely polished,2.5D rounded edges. Online video installation instruction: Easiest Installation - removing dust and aligning it properly before actual installation,no worrying about bubbles,enjoy your screen as if it wasn't there.",4.6 out of 5,"7,994 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
TIYA for Huawei Mate 20 Pro Case Black [Ring Armor Series] Protective Magnetic Carriage Cover funda,$9.90,"About this item The Huawei Mate 20 Pro case is made The inner shell is made from TPU, which is flexible, and the outer case is hard PC (poly-carbonate) material. Hybrid armor hard PC cover and impact resistant shockproof soft rubber bumper.Improved peripheral access: Precise cutouts and design, easy access to all buttons, cameras and ports. Built in 360 degree rotating kickstand can meet your eyes to find a comfortable viewing position.With a ring support,prevent your phone from falling from your hands. Take photos, text, or talk without worrying about dropping your valuable device. Special Features: Creative magnetism Car bracket ring shell. TIYA designed for Huawei Mate 20 Pro.",4.4 out of 5,75 global ratings,"Brand :TIYA Name :TIYA Huawei Mate 20 Pro Ring Case inside Mate 20 Pro Case * 1 Products with six months warranty. If there is any question, please don't hesitate to contact us firstly via Amazon message system. We will reply you asap within 24 hours and try our best to solve your problems. It is also noted that all pictures we attach are taken under the most natural condition of the products. But even so, the color difference may still exist due to the different image resolution of different computers and mobiles."
